"LE_MET_level6","fishing_hours","Benthis_metiers","Benthis_metiers_2016_Wrong","Metier_level5","Metier_level4","JNCC_grouping","Fishing_category","Description","Fishing_category_FO","ID"
"PS_SPF_5000",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1119
"PS_SPF_55_69_0",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1120
"PS_SPF_624",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1121
"PS_SPF_70_99_0",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1122
"PS_SPF_874",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1123
"PS_SPF_>0_0_0",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1126
"PS_SPF_>=120_0",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1127
"PS_SPF_>=16_0_0",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1128
"PS_SPF_>=70_0",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1129
"PS_SPF_misc_0_0",NA,NA,NA,"PS_SPF","PS",NA,"Seine","Purse_seine","Midwater",1130
"PTB_CEP_0_0_0",NA,"OT_MIX",NA,"PTB_CEP","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",1131
"PTB_CHECK_70-99_0_0",NA,"OT_MIX",NA,"PTB_CHE","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",1132
"PTB_CHECK_>=120_0_0",NA,"OT_MIX",NA,"PTB_CHE","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",1133
"PTB_CRU_0",NA,"OT_CRU",NA,"PTB_CRU","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",1134
"PTB_CRU_100-119_0_0",NA,"OT_CRU",NA,"PTB_CRU","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",1135
"PTB_CRU_70-99_0_0",NA,"OT_CRU","OT_CRU","PTB_CRU","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",1136
"PTB_CRU_874",NA,"OT_CRU","OT_CRU","PTB_CRU","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",1137
"PTB_CRU_>=120_0_0",NA,"OT_CRU",NA,"PTB_CRU","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",1138
"PTB_DEF_0",NA,"OT_DMF",NA,"PTB_DEF","PTB","Pair_Trawl_Seine","Otter","Pair_Trawl","Otter",1139
"AG_UND_UND_0_0",NA,NA,NA,"AG_UND","AG",NA,NA,NA,NA,1140
"BTF_DEF_0_0_0",NA,NA,NA,"BTF_DEF","BTF",NA,NA,NA,NA,1141
"BTF_DEF_10-30_0_0",NA,NA,NA,"BTF_DEF","BTF",NA,NA,NA,NA,1142
"BTF_DEF_110-156_0_0",NA,NA,NA,"BTF_DEF","BTF",NA,NA,NA,NA,1143
"BTF_DEF_50-59_0_0",NA,NA,NA,"BTF_DEF","BTF",NA,NA,NA,NA,1144
"BTF_DEF_>=220_0_0",NA,NA,NA,"BTF_DEF","BTF",NA,NA,NA,NA,1145
"DIV_CEP_0_0_0",NA,NA,NA,"DIV_CEP","DIV",NA,NA,NA,NA,1146
"DIV_DEF_0_0_0",NA,NA,NA,"DIV_DEF","DIV",NA,NA,NA,NA,1147
"DIV_DES_0_0_0",NA,NA,NA,"DIV_DES","DIV",NA,NA,NA,NA,1148
"DIV_MOL_0_0_0",NA,NA,NA,"DIV_MOL","DIV",NA,NA,NA,NA,1149
"DRB_CRU_0-0_0_0",NA,"DRB_MOL",NA,"DRB_CRU","DRB","Boat_dredge","Dredge","Dredge","Dredge",1150
"DRB_CRU_0_0_0",NA,"DRB_MOL",NA,"DRB_CRU","DRB","Boat_dredge","Dredge","Dredge","Dredge",1151
"DRB_DEF_0-0_0_0",NA,"DRB_MOL",NA,"DRB_DEF","DRB","Boat_dredge","Dredge","Dredge","Dredge",1152
"DRB_DES_0_0_0",NA,"DRB_MOL",NA,"DRB_DES","DRB","Boat_dredge","Dredge","Dredge","Dredge",1153
"DRB_DWS_0-0_0_0",NA,"DRB_MOL",NA,"DRB_DWS","DRB","Boat_dredge","Dredge","Dredge","Dredge",1154
"DRB_MOL_0",NA,"DRB_MOL","DRB_MOL","DRB_MOL","DRB","Boat_dredge","Dredge","Dredge","Dredge",1155
"DRB_MOL_0-0_0_0",NA,"DRB_MOL","DRB_MOL","DRB_MOL","DRB","Boat_dredge","Dredge","Dredge","Dredge",1156
"DRB_MOL_0_0_0",NA,"DRB_MOL","DRB_MOL","DRB_MOL","DRB","Boat_dredge","Dredge","Dredge","Dredge",1157
"DRB_MOL_30_0_0",NA,"DRB_MOL",NA,"DRB_MOL","DRB","Boat_dredge","Dredge","Dredge","Dredge",1158
"DRB_MOL_>0_0_0",NA,"DRB_MOL","DRB_MOL","DRB_MOL","DRB","Boat_dredge","Dredge","Dredge","Dredge",1159
"DRB_NOC_0_0_0",NA,"DRB_MOL",NA,"DRB_NOC","DRB","Boat_dredge","Dredge","Dredge","Dredge",1160
"DRB_SWD_0_0_0",NA,"DRB_MOL",NA,"DRB_SWD","DRB","Boat_dredge","Dredge","Dredge","Dredge",1161
"FAR_SPF_624",NA,NA,NA,"FAR_SPF","FAR",NA,"Other","Aerial_net","Other",1162
"FG_DEF_624",NA,NA,NA,"FG_DEF","FG",NA,"Static","Falling_gear","Static",1163
"FNC_DEF_624",NA,NA,NA,"FNC_DEF","FNC",NA,"Static","Falling_gear","Static",1164
"FOO_CEP_0_0_0",NA,NA,NA,"FOO_CEP","FOO",NA,NA,NA,NA,1165
"FOO_CRU_0_0_0",NA,NA,NA,"FOO_CRU","FOO",NA,NA,NA,NA,1166
"FOO_DES_0_0_0",NA,NA,NA,"FOO_DES","FOO",NA,NA,NA,NA,1167
"FOO_MOL_0_0_0",NA,NA,NA,"FOO_MOL","FOO",NA,NA,NA,NA,1168
"FPN_ANA_>0_0_0",NA,NA,NA,"FPN_ANA","FPN",NA,"Static","poundnet","Static",1169
"FPN_CAT_0_0_0",NA,NA,NA,"FPN_CAT","FPN",NA,"Static","poundnet","Static",1170
"FPN_CAT_>0_0_0",NA,NA,NA,"FPN_CAT","FPN",NA,"Static","poundnet","Static",1171
"FPN_DEF_>0_0_0",NA,NA,NA,"FPN_DEF","FPN",NA,"Static","poundnet","Static",1172
"FPN_FWS_>0_0_0",NA,NA,NA,"FPN_FWS","FPN",NA,"Static","poundnet","Static",1173
"FPN_SPF_>0_0_0",NA,NA,NA,"FPN_SPF","FPN",NA,"Static","poundnet","Static",1174
"FPO_ANA_0_0_0",NA,NA,NA,"FPO_ANA","FPO",NA,"Static","Pot","Static",1175
"FPO_ANA_>0_0_0",NA,NA,NA,"FPO_ANA","FPO",NA,"Static","Pot","Static",1176
"FPO_CAT_0_0_0",NA,NA,NA,"FPO_CAT","FPO",NA,"Static","Pot","Static",1177
"FPO_CAT_10-30_0_0",NA,NA,NA,"FPO_CAT","FPO",NA,"Static","Pot","Static",1178
"FPO_CAT_31-49_0_0",NA,NA,NA,"FPO_CAT","FPO",NA,"Static","Pot","Static",1179
"FPO_CAT_>0_0_0",NA,NA,NA,"FPO_CAT","FPO",NA,"Static","Pot","Static",1180
"FPO_CEP_0_0_0",NA,NA,NA,"FPO_CEP","FPO",NA,"Static","Pot","Static",1181
"FPO_CRU_0",NA,NA,NA,"FPO_CRU","FPO",NA,"Static","Pot","Static",1182
"FPO_CRU_0-0_0_0",NA,NA,NA,"FPO_CRU","FPO",NA,"Static","Pot","Static",1183
"FPO_CRU_0_0_0",NA,NA,NA,"FPO_CRU","FPO",NA,"Static","Pot","Static",1184
"FPO_CRU_10-30_0_0",NA,NA,NA,"FPO_CRU","FPO",NA,"Static","Pot","Static",1185
"FPO_CRU_1249",NA,NA,NA,"FPO_CRU","FPO",NA,"Static","Pot","Static",1186
"FPO_CRU_1749",NA,NA,NA,"FPO_CRU","FPO",NA,"Static","Pot","Static",1187
"FPO_CRU_349",NA,NA,NA,"FPO_CRU","FPO",NA,"Static","Pot","Static",1188
"FPO_CRU_3999",NA,NA,NA,"FPO_CRU","FPO",NA,"Static","Pot","Static",1189
"FPO_CRU_50-70_0_0",NA,NA,NA,"FPO_CRU","FPO",NA,"Static","Pot","Static",1190
"FPO_CRU_5000",NA,NA,NA,"FPO_CRU","FPO",NA,"Static","Pot","Static",1191
"FPO_CRU_624",NA,NA,NA,"FPO_CRU","FPO",NA,"Static","Pot","Static",1192
"FPO_CRU_>0_0_0",NA,NA,NA,"FPO_CRU","FPO",NA,"Static","Pot","Static",1193
"FPO_CRU_ALL_0_0",NA,NA,NA,"FPO_CRU","FPO",NA,"Static","Pot","Static",1194
"FPO_CRU_UND_0_0",NA,NA,NA,"FPO_CRU","FPO",NA,"Static","Pot","Static",1195
"FPO_DEF_0",NA,NA,NA,"FPO_DEF","FPO",NA,"Static","Pot","Static",1196
"FPO_DEF_0-0_0_0",NA,NA,NA,"FPO_DEF","FPO",NA,"Static","Pot","Static",1197
"FPO_DEF_0_0_0",NA,NA,NA,"FPO_DEF","FPO",NA,"Static","Pot","Static",1198
"FPO_DEF_110-156_0_0",NA,NA,NA,"FPO_DEF","FPO",NA,"Static","Pot","Static",1199
"FPO_DEF_349",NA,NA,NA,"FPO_DEF","FPO",NA,"Static","Pot","Static",1200
"FPO_DEF_624",NA,NA,NA,"FPO_DEF","FPO",NA,"Static","Pot","Static",1201
"FPO_DEF_>0_0_0",NA,NA,NA,"FPO_DEF","FPO",NA,"Static","Pot","Static",1202
"FPO_FIF_0_0_0",NA,NA,NA,"FPO_FIF","FPO",NA,"Static","Pot","Static",1203
"FPO_FIF_>0_0_0",NA,NA,NA,"FPO_FIF","FPO",NA,"Static","Pot","Static",1204
"FPO_FIN_0_0_0",NA,NA,NA,"FPO_FIN","FPO",NA,"Static","Pot","Static",1205
"FPO_FWS_0_0_0",NA,NA,NA,"FPO_FWS","FPO",NA,"Static","Pot","Static",1206
"FPO_FWS_10-30_0_0",NA,NA,NA,"FPO_FWS","FPO",NA,"Static","Pot","Static",1207
"PTM_CEP_16_31_0",NA,NA,NA,"PTM_CEP","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1208
"PTM_CEP_32_54_0",NA,NA,NA,"PTM_CEP","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1209
"PTM_CEP_32_69_0",NA,NA,NA,"PTM_CEP","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1210
"PTM_CEP_70_99_0",NA,NA,NA,"PTM_CEP","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1211
"PTM_CEP_>=70_0",NA,NA,NA,"PTM_CEP","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1212
"PTM_CRU_0",NA,NA,NA,"PTM_CRU","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1213
"PTM_CRU_100-119_0_0",NA,NA,NA,"PTM_CRU","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1214
"PTM_CRU_32-69_0_0",NA,NA,NA,"PTM_CRU","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1215
"PTM_CRU_70-99_0_0",NA,NA,NA,"PTM_CRU","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1216
"PTM_DEF_0",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1217
"PTM_DEF_0_0_0",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1218
"PTM_DEF_0_16_0",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1219
"PTM_DEF_100-119_0_0",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1220
"PTM_DEF_100_119_0",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1221
"PTM_DEF_1249",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1222
"PTM_DEF_16-31_0_0",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1223
"PTM_DEF_16_31_0",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1224
"PTM_DEF_1749",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1225
"PTM_DEF_2499",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1226
"PTM_DEF_32-69_0_0",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1227
"PTM_DEF_32_54_0",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1228
"PTM_DEF_32_69_0",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1229
"PTM_DEF_3999",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1230
"PTM_DEF_5000",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1231
"PTM_DEF_55_69_0",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1232
"PTM_DEF_70-99_0_0",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1233
"PTM_DEF_70_99_0",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1234
"PTM_DEF_874",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1235
"PTM_DEF_90-104_0_0",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1236
"PTM_DEF_<16_0_0",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1237
"PTM_DEF_>=105_1_110",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1238
"PTM_DEF_>=105_1_120",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1239
"PTM_DEF_>=120_0",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1240
"PTM_DEF_>=120_0_0",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1241
"PTM_DEF_>=65_0",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1242
"PTM_DEF_>=70_0",NA,NA,NA,"PTM_DEF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1243
"PTM_DWS_0",NA,NA,NA,"PTM_DWS","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1244
"PTM_DWS_1249",NA,NA,NA,"PTM_DWS","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1245
"PTM_DWS_1749",NA,NA,NA,"PTM_DWS","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1246
"PTM_DWS_2499",NA,NA,NA,"PTM_DWS","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1247
"PTM_DWS_3999",NA,NA,NA,"PTM_DWS","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1248
"PTM_DWS_5000",NA,NA,NA,"PTM_DWS","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1249
"PTM_FWS_>0_0_0",NA,NA,NA,"PTM_FWS","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1250
"PTM_LPF_0_0_0",NA,NA,NA,"PTM_LPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1251
"PTM_LPF_100-119_0_0",NA,NA,NA,"PTM_LPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1252
"PTM_LPF_100_119_0",NA,NA,NA,"PTM_LPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1253
"PTM_LPF_16-31_0_0",NA,NA,NA,"PTM_LPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1254
"PTM_LPF_16_31_0",NA,NA,NA,"PTM_LPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1255
"PTM_LPF_32-54_0_0",NA,NA,NA,"PTM_LPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1256
"PTM_LPF_32-69_0_0",NA,NA,NA,"PTM_LPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1257
"PTM_LPF_32_54_0",NA,NA,NA,"PTM_LPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1258
"PTM_LPF_70-99_0_0",NA,NA,NA,"PTM_LPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1259
"PTM_LPF_70_99_0",NA,NA,NA,"PTM_LPF","PTM",NA,"Midwater","Midwater_Pair_Trawl","Midwater",1260
"GND_LPF_100_119_0",NA,NA,NA,"GND_LPF","GND",NA,"Static","Drift_gillnets","Static",1261
"GND_LPF_50_59_0",NA,NA,NA,"GND_LPF","GND",NA,"Static","Drift_gillnets","Static",1262
"GND_LPF_60_79_0",NA,NA,NA,"GND_LPF","GND",NA,"Static","Drift_gillnets","Static",1263
"GND_LPF_80_99_0",NA,NA,NA,"GND_LPF","GND",NA,"Static","Drift_gillnets","Static",1264
"GND_LPF_>=100_0",NA,NA,NA,"GND_LPF","GND",NA,"Static","Drift_gillnets","Static",1265
"GND_SPF_0_0_0",NA,NA,NA,"GND_SPF","GND",NA,"Static","Drift_gillnets","Static",1266
"GND_SPF_0_40_0",NA,NA,NA,"GND_SPF","GND",NA,"Static","Drift_gillnets","Static",1267
"GND_SPF_10_30_0",NA,NA,NA,"GND_SPF","GND",NA,"Static","Drift_gillnets","Static",1268
"GND_SPF_120_219_0",NA,NA,NA,"GND_SPF","GND",NA,"Static","Drift_gillnets","Static",1269
"GND_SPF_50_59_0",NA,NA,NA,"GND_SPF","GND",NA,"Static","Drift_gillnets","Static",1270
"GND_SPF_50_70_0",NA,NA,NA,"GND_SPF","GND",NA,"Static","Drift_gillnets","Static",1271
"GND_SPF_60_79_0",NA,NA,NA,"GND_SPF","GND",NA,"Static","Drift_gillnets","Static",1272
"GND_SPF_80_99_0",NA,NA,NA,"GND_SPF","GND",NA,"Static","Drift_gillnets","Static",1273
"GND_SPF_90_99_0",NA,NA,NA,"GND_SPF","GND",NA,"Static","Drift_gillnets","Static",1274
"GND_SPF_>=100_0",NA,NA,NA,"GND_SPF","GND",NA,"Static","Drift_gillnets","Static",1275
"GNF_DEF_0",NA,NA,NA,"GNF_DEF","GNF",NA,"Static","Gillnet","Static",1276
"GNF_DEF_624",NA,NA,NA,"GNF_DEF","GNF",NA,"Static","Gillnet","Static",1277
"GNS_ANA_0_0_0",NA,NA,NA,"GNS_ANA","GNS",NA,"Static","Gillnet","Static",1278
"GNS_ANA_100-109_0_0",NA,NA,NA,"GNS_ANA","GNS",NA,"Static","Gillnet","Static",1279
"GNS_ANA_110-156_0_0",NA,NA,NA,"GNS_ANA","GNS",NA,"Static","Gillnet","Static",1280
"GNS_ANA_157-219_0_0",NA,NA,NA,"GNS_ANA","GNS",NA,"Static","Gillnet","Static",1281
"GNS_ANA_31-49_0_0",NA,NA,NA,"GNS_ANA","GNS",NA,"Static","Gillnet","Static",1282
"GNS_ANA_60-69_0_0",NA,NA,NA,"GNS_ANA","GNS",NA,"Static","Gillnet","Static",1283
"GNS_ANA_70-79_0_0",NA,NA,NA,"GNS_ANA","GNS",NA,"Static","Gillnet","Static",1284
"GNS_ANA_80-89_0_0",NA,NA,NA,"GNS_ANA","GNS",NA,"Static","Gillnet","Static",1285
"GNS_ANA_90-99_0_0",NA,NA,NA,"GNS_ANA","GNS",NA,"Static","Gillnet","Static",1286
"GNS_ANA_>=157_0_0",NA,NA,NA,"GNS_ANA","GNS",NA,"Static","Gillnet","Static",1287
"GNS_ANA_>=220_0_0",NA,NA,NA,"GNS_ANA","GNS",NA,"Static","Gillnet","Static",1288
"GNS_CAT_0_0_0",NA,NA,NA,"GNS_CAT","GNS",NA,"Static","Gillnet","Static",1289
"GNS_CAT_0_40_0",NA,NA,NA,"GNS_CAT","GNS",NA,"Static","Gillnet","Static",1290
"GNS_CAT_100_119_0",NA,NA,NA,"GNS_CAT","GNS",NA,"Static","Gillnet","Static",1291
"GNS_CAT_157-219_0_0",NA,NA,NA,"GNS_CAT","GNS",NA,"Static","Gillnet","Static",1292
"GNS_CAT_50_59_0",NA,NA,NA,"GNS_CAT","GNS",NA,"Static","Gillnet","Static",1293
"GNS_CAT_50_70_0",NA,NA,NA,"GNS_CAT","GNS",NA,"Static","Gillnet","Static",1294
"GNS_CAT_60_79_0",NA,NA,NA,"GNS_CAT","GNS",NA,"Static","Gillnet","Static",1295
"GNS_CAT_80_99_0",NA,NA,NA,"GNS_CAT","GNS",NA,"Static","Gillnet","Static",1296
"GNS_CAT_>0_0_0",NA,NA,NA,"GNS_CAT","GNS",NA,"Static","Gillnet","Static",1297
"GNS_CAT_>=100_0",NA,NA,NA,"GNS_CAT","GNS",NA,"Static","Gillnet","Static",1298
"GNS_CEP_0_0_0",NA,NA,NA,"GNS_CEP","GNS",NA,"Static","Gillnet","Static",1299
"GNS_CRU_0",NA,NA,NA,"GNS_CRU","GNS",NA,"Static","Gillnet","Static",1300
"GNS_CRU_0-0_0_0",NA,NA,NA,"GNS_CRU","GNS",NA,"Static","Gillnet","Static",1301
"GNS_CRU_0_0_0",NA,NA,NA,"GNS_CRU","GNS",NA,"Static","Gillnet","Static",1302
"GNS_CRU_0_40_0",NA,NA,NA,"GNS_CRU","GNS",NA,"Static","Gillnet","Static",1303
"GNS_CRU_10-30_0_0",NA,NA,NA,"GNS_CRU","GNS",NA,"Static","Gillnet","Static",1304
"GNS_CRU_100-119_0_0",NA,NA,NA,"GNS_CRU","GNS",NA,"Static","Gillnet","Static",1305
"GNS_CRU_100_119_0",NA,NA,NA,"GNS_CRU","GNS",NA,"Static","Gillnet","Static",1306
"GNS_CRU_10_30_0",NA,NA,NA,"GNS_CRU","GNS",NA,"Static","Gillnet","Static",1307
"GNS_CRU_120-219_0_0",NA,NA,NA,"GNS_CRU","GNS",NA,"Static","Gillnet","Static",1308
"GNS_CRU_120_219_0",NA,NA,NA,"GNS_CRU","GNS",NA,"Static","Gillnet","Static",1309
"GNS_CRU_40_49_0",NA,NA,NA,"GNS_CRU","GNS",NA,"Static","Gillnet","Static",1310
"GNS_CRU_50-70_0_0",NA,NA,NA,"GNS_CRU","GNS",NA,"Static","Gillnet","Static",1311
"GNS_CRU_50_59_0",NA,NA,NA,"GNS_CRU","GNS",NA,"Static","Gillnet","Static",1312
"GNS_CRU_50_70_0",NA,NA,NA,"GNS_CRU","GNS",NA,"Static","Gillnet","Static",1313
"GNS_CRU_60_79_0",NA,NA,NA,"GNS_CRU","GNS",NA,"Static","Gillnet","Static",1314
"GNS_CRU_624",NA,NA,NA,"GNS_CRU","GNS",NA,"Static","Gillnet","Static",1315
"GNS_CRU_80_99_0",NA,NA,NA,"GNS_CRU","GNS",NA,"Static","Gillnet","Static",1316
"GNS_CRU_90-99_0_0",NA,NA,NA,"GNS_CRU","GNS",NA,"Static","Gillnet","Static",1317
"GNS_CRU_90_99_0",NA,NA,NA,"GNS_CRU","GNS",NA,"Static","Gillnet","Static",1318
"GNS_CRU_>0_0_0",NA,NA,NA,"GNS_CRU","GNS",NA,"Static","Gillnet","Static",1319
"GNS_CRU_>=100_0",NA,NA,NA,"GNS_CRU","GNS",NA,"Static","Gillnet","Static",1320
"GNS_CRU_>=220_0",NA,NA,NA,"GNS_CRU","GNS",NA,"Static","Gillnet","Static",1321
"GNS_CRU_>=220_0_0",NA,NA,NA,"GNS_CRU","GNS",NA,"Static","Gillnet","Static",1322
"GNS_DEF_0",NA,NA,NA,"GNS_DEF","GNS",NA,"Static","Gillnet","Static",1323
"GNS_FWS_70-79_0_0",NA,NA,NA,"GNS_FWS","GNS",NA,"Static","Gillnet","Static",1324
"GNS_FWS_80-89_0_0",NA,NA,NA,"GNS_FWS","GNS",NA,"Static","Gillnet","Static",1325
"GNS_FWS_90-99_0_0",NA,NA,NA,"GNS_FWS","GNS",NA,"Static","Gillnet","Static",1326
"GNS_FWS_>0_0_0",NA,NA,NA,"GNS_FWS","GNS",NA,"Static","Gillnet","Static",1327
"GNS_FWS_>=220_0_0",NA,NA,NA,"GNS_FWS","GNS",NA,"Static","Gillnet","Static",1328
"GNS_FWS_NA_0_0",NA,NA,NA,"GNS_FWS","GNS",NA,"Static","Gillnet","Static",1329
"GNS_LPF_0_0_0",NA,NA,NA,"GNS_LPF","GNS",NA,"Static","Gillnet","Static",1330
"GNS_LPF_0_40_0",NA,NA,NA,"GNS_LPF","GNS",NA,"Static","Gillnet","Static",1331
"GNS_LPF_100_119_0",NA,NA,NA,"GNS_LPF","GNS",NA,"Static","Gillnet","Static",1332
"GNS_LPF_120-219_0_0",NA,NA,NA,"GNS_LPF","GNS",NA,"Static","Gillnet","Static",1333
"GNS_LPF_120_219_0",NA,NA,NA,"GNS_LPF","GNS",NA,"Static","Gillnet","Static",1334
"GNS_LPF_40_49_0",NA,NA,NA,"GNS_LPF","GNS",NA,"Static","Gillnet","Static",1335
"GNS_LPF_50_59_0",NA,NA,NA,"GNS_LPF","GNS",NA,"Static","Gillnet","Static",1336
"GNS_LPF_50_70_0",NA,NA,NA,"GNS_LPF","GNS",NA,"Static","Gillnet","Static",1337
"GNS_LPF_60_79_0",NA,NA,NA,"GNS_LPF","GNS",NA,"Static","Gillnet","Static",1338
"GNS_LPF_80_99_0",NA,NA,NA,"GNS_LPF","GNS",NA,"Static","Gillnet","Static",1339
"GNS_LPF_>=100_0",NA,NA,NA,"GNS_LPF","GNS",NA,"Static","Gillnet","Static",1340
"GNS_MCD_100-119_0_0",NA,NA,NA,"GNS_MCD","GNS",NA,"Static","Gillnet","Static",1341
"GNS_MCD_120-219_0_0",NA,NA,NA,"GNS_MCD","GNS",NA,"Static","Gillnet","Static",1342
"GNS_MOL_10-30_0_0",NA,NA,NA,"GNS_MOL","GNS",NA,"Static","Gillnet","Static",1343
"GNS_MOL_50-70_0_0",NA,NA,NA,"GNS_MOL","GNS",NA,"Static","Gillnet","Static",1344
"GNS_MOL_>0_0_0",NA,NA,NA,"GNS_MOL","GNS",NA,"Static","Gillnet","Static",1345
"GNS_MOL_>=220_0_0",NA,NA,NA,"GNS_MOL","GNS",NA,"Static","Gillnet","Static",1346
"GNS_MPD_120-219_0_0",NA,NA,NA,"GNS_MPD","GNS",NA,"Static","Gillnet","Static",1347
"GNS_MPD_>=220_0_0",NA,NA,NA,"GNS_MPD","GNS",NA,"Static","Gillnet","Static",1348
"GNS_NOC_120-219_0_0",NA,NA,NA,"GNS_NOC","GNS",NA,"Static","Gillnet","Static",1349
"GNS_NOC_>=220_0_0",NA,NA,NA,"GNS_NOC","GNS",NA,"Static","Gillnet","Static",1350
"GNS_SPF_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1351
"GNS_SPF_0-0_0_0",NA,NA,NA,"GNS_SPF","GNS",NA,"Static","Gillnet","Static",1352
