"LE_MET_level6","fishing_hours","Benthis_metiers","Benthis_metiers_2016_Wrong","Metier_level5","Metier_level4","JNCC_grouping","Fishing_category","Description","Fishing_category_FO","ID"
"SV_DEF_349",NA,"SDN_DMF","SDN_DMF","SV_DEF","SV","Seine","Seine","Seine","Demersal seine",646
"SV_DEF_624",NA,"SDN_DMF","SDN_DMF","SV_DEF","SV","Seine","Seine","Seine","Demersal seine",647
"SV_DEF_874",NA,"SDN_DMF","SDN_DMF","SV_DEF","SV","Seine","Seine","Seine","Demersal seine",648
"SV_FIF_0_0_0",NA,"SDN_DMF",NA,"SV_FIF","SV","Seine","Seine","Seine","Demersal seine",649
"SV_SPF_0",NA,"SDN_DMF",NA,"SV_SPF","SV","Seine","Seine","Seine","Demersal seine",650
"SV_SPF_0_0_0",NA,"SDN_DMF",NA,"SV_SPF","SV","Seine","Seine","Seine","Demersal seine",651
"SV_SPF_624",NA,"SDN_DMF",NA,"SV_SPF","SV","Seine","Seine","Seine","Demersal seine",652
"SX_DEF_0",NA,"SDN_DMF",NA,"SX_DEF","SX",NA,"Seine","Seine","Demersal seine",653
"SX_DEF_2499",NA,"SDN_DMF","SDN_DMF","SX_DEF","SX",NA,"Seine","Seine","Demersal seine",654
"SX_DEF_624",NA,"SDN_DMF","SDN_DMF","SX_DEF","SX",NA,"Seine","Seine","Demersal seine",655
"SX_SPF_0",NA,"SDN_DMF",NA,"SX_SPF","SX",NA,"Seine","Seine","Demersal seine",656
"SX_SPF_624",NA,"SDN_DMF",NA,"SX_SPF","SX",NA,"Seine","Seine","Demersal seine",657
"TBB_CEP_0_0_0",NA,"TBB_DMF","TBB_DMF","TBB_CEP","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",658
"TBB_CRU_0_0_0",NA,"TBB_CRU","TBB_CRU","TBB_CRU","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",659
"TBB_CRU_100-119_0_0",NA,"TBB_CRU","TBB_CRU","TBB_CRU","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",660
"TBB_CRU_100_119_0",NA,"TBB_CRU","TBB_CRU","TBB_CRU","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",661
"TBB_CRU_16-31",NA,"TBB_CRU","TBB_CRU","TBB_CRU","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",662
"TBB_CRU_16-31_0_0",NA,"TBB_CRU","TBB_CRU","TBB_CRU","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",663
"TBB_CRU_16_31_0",NA,"TBB_CRU","TBB_CRU","TBB_CRU","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",664
"TBB_CRU_32-69_0_0",NA,"TBB_CRU","TBB_CRU","TBB_CRU","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",665
"TBB_CRU_70-99_0_0",NA,"TBB_CRU","TBB_CRU","TBB_CRU","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",666
"TBB_CRU_70_99_0",NA,"TBB_CRU","TBB_CRU","TBB_CRU","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",667
"TBB_CRU_<16_0_0",NA,"TBB_CRU","TBB_CRU","TBB_CRU","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",668
"TBB_CRU_>=120_0_0",NA,"TBB_CRU","TBB_CRU","TBB_CRU","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",669
"TBS_DEF_16-31_0_0",NA,"OT_CRU","OT_DMF","TBS_DEF","TBS","Otter_Trawl","Otter","Shrimp_Trawl","Otter",670
"TBS_DEF_349",NA,"OT_CRU","OT_DMF","TBS_DEF","TBS","Otter_Trawl","Otter","Shrimp_Trawl","Otter",671
"TBS_DEF_624",NA,"OT_CRU","OT_DMF","TBS_DEF","TBS","Otter_Trawl","Otter","Shrimp_Trawl","Otter",672
"TBS_DEF_874",NA,"OT_CRU","OT_DMF","TBS_DEF","TBS","Otter_Trawl","Otter","Shrimp_Trawl","Otter",673
"TBS_SPF_0",NA,"OT_CRU",NA,"TBS_SPF","TBS","Otter_Trawl","Otter","Shrimp_Trawl","Otter",674
"TBS_SPF_1249",NA,"OT_CRU","OT_SPF","TBS_SPF","TBS","Otter_Trawl","Otter","Shrimp_Trawl","Otter",675
"TBS_SPF_349",NA,"OT_CRU","OT_SPF","TBS_SPF","TBS","Otter_Trawl","Otter","Shrimp_Trawl","Otter",676
"TBS_SPF_5000",NA,"OT_CRU","OT_SPF","TBS_SPF","TBS","Otter_Trawl","Otter","Shrimp_Trawl","Otter",677
"TBS_UNK_0",NA,"OT_CRU",NA,"TBS_UNK","TBS","Otter_Trawl","Otter","Shrimp_Trawl","Otter",678
"TBS_UNK_349",NA,"OT_CRU",NA,"TBS_UNK","TBS","Otter_Trawl","Otter","Shrimp_Trawl","Otter",679
"TBS_UNK_874",NA,"OT_CRU",NA,"TBS_UNK","TBS","Otter_Trawl","Otter","Shrimp_Trawl","Otter",680
"TB_CRU_0",NA,"OT_CRU",NA,"TB_CRU","TB","Otter_Trawl","Otter","Bottom_Trawl","Otter",681
"TB_CRU_624",NA,"OT_CRU","OT_CRU","TB_CRU","TB","Otter_Trawl","Otter","Bottom_Trawl","Otter",682
"TB_DEF_0",NA,"OT_DMF",NA,"TB_DEF","TB","Otter_Trawl","Otter","Bottom_Trawl","Otter",683
"TB_DEF_3999",NA,"OT_DMF","OT_DMF","TB_DEF","TB","Otter_Trawl","Otter","Bottom_Trawl","Otter",684
"TB_DEF_624",NA,"OT_DMF","OT_DMF","TB_DEF","TB","Otter_Trawl","Otter","Bottom_Trawl","Otter",685
"TB_SPF_0",NA,"OT_SPF",NA,"TB_SPF","TB","Otter_Trawl","Otter","Bottom_Trawl","Otter",686
"TB_SPF_3999",NA,"OT_SPF","OT_SPF","TB_SPF","TB","Otter_Trawl","Otter","Bottom_Trawl","Otter",687
"TB_SPF_5000",NA,"OT_SPF","OT_SPF","TB_SPF","TB","Otter_Trawl","Otter","Bottom_Trawl","Otter",688
"TMS_CRU_0",NA,"OT_CRU",NA,"TMS_CRU","TMS",NA,"Otter","Midwater_Beam","Otter",689
"TMS_CRU_2499",NA,"OT_CRU",NA,"TMS_CRU","TMS",NA,"Otter","Midwater_Beam","Otter",690
"TMS_CRU_349",NA,"OT_CRU",NA,"TMS_CRU","TMS",NA,"Otter","Midwater_Beam","Otter",691
"TMS_CRU_624",NA,"OT_CRU",NA,"TMS_CRU","TMS",NA,"Otter","Midwater_Beam","Otter",692
"TMS_CRU_874",NA,"OT_CRU",NA,"TMS_CRU","TMS",NA,"Otter","Midwater_Beam","Otter",693
"TMS_DEF_0",NA,"OT_CRU",NA,"TMS_DEF","TMS",NA,"Otter","Midwater_Beam","Otter",694
"TMS_DEF_874",NA,"OT_CRU",NA,"TMS_DEF","TMS",NA,"Otter","Midwater_Beam","Otter",695
"TM_DEF_0",NA,NA,NA,"TM_DEF","TM",NA,"Midwater","Midwater_Beam","Midwater",696
"TM_DEF_349",NA,NA,NA,"TM_DEF","TM",NA,"Midwater","Midwater_Beam","Midwater",697
"TM_SPF_0",NA,NA,NA,"TM_SPF","TM",NA,"Midwater","Midwater_Beam","Midwater",698
"TM_SPF_349",NA,NA,NA,"TM_SPF","TM",NA,"Midwater","Midwater_Beam","Midwater",699
"TM_SPF_3999",NA,NA,NA,"TM_SPF","TM",NA,"Midwater","Midwater_Beam","Midwater",700
"TM_SPF_5000",NA,NA,NA,"TM_SPF","TM",NA,"Midwater","Midwater_Beam","Midwater",701
"TX_CRU_349",NA,NA,NA,"TX_CRU","TX",NA,"Other","Other","Other",702
"UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,703
"XXXXXXXXXXXXXXXXXXXX",NA,NA,NA,NA,NA,NA,NA,NA,NA,704
"XXXXXXXXXXXXXXXXXXXXXXX",NA,NA,NA,NA,NA,NA,NA,NA,NA,705
"XXX_vvv_vvv_vvv_vvv",NA,NA,NA,NA,NA,NA,NA,NA,NA,706
"TBB_CRU_>=70_0",NA,"TBB_CRU","TBB_CRU","TBB_CRU","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",708
"TBB_DEF_0",NA,"TBB_DMF","TBB_DMF","TBB_DEF","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",709
"TBB_DEF_0_0_0",NA,"TBB_DMF","TBB_DMF","TBB_DEF","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",710
"TBB_DEF_0_16_0",NA,"TBB_DMF","TBB_DMF","TBB_DEF","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",711
"TBB_DEF_100-119",NA,"TBB_DMF","TBB_DMF","TBB_DEF","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",712
"TBB_DEF_100-119_0_0",NA,"TBB_DMF","TBB_DMF","TBB_DEF","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",713
"TBB_DEF_100_119_0",NA,"TBB_DMF","TBB_DMF","TBB_DEF","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",714
"TBB_DEF_16-31_0_0",NA,"TBB_DMF","TBB_DMF","TBB_DEF","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",715
"TBB_DEF_16_31_0",NA,"TBB_DMF","TBB_DMF","TBB_DEF","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",716
"TBB_DEF_32-69_0_0",NA,"TBB_DMF","TBB_DMF","TBB_DEF","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",717
"TBB_DEF_32_69_0",NA,"TBB_DMF","TBB_DMF","TBB_DEF","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",718
"TBB_DEF_70-89_0_0",NA,"TBB_DMF","TBB_DMF","TBB_DEF","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",719
"TBB_DEF_70-99",NA,"TBB_DMF","TBB_DMF","TBB_DEF","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",720
"TBB_DEF_70-99_0_0",NA,"TBB_DMF","TBB_DMF","TBB_DEF","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",721
"TBB_DEF_70_99_0",NA,"TBB_DMF","TBB_DMF","TBB_DEF","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",722
"TBB_DEF_90-119_0_0",NA,"TBB_DMF","TBB_DMF","TBB_DEF","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",723
"TBB_DEF_<16_0_0",NA,"TBB_DMF","TBB_DMF","TBB_DEF","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",724
"TBB_DEF_>=120",NA,"TBB_DMF","TBB_DMF","TBB_DEF","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",725
"TBB_DEF_>=120_0",NA,"TBB_DMF","TBB_DMF","TBB_DEF","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",726
"TBB_DEF_>=120_0_0",NA,"TBB_DMF","TBB_DMF","TBB_DEF","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",727
"TBB_DEF_>=70_0",NA,"TBB_DMF","TBB_DMF","TBB_DEF","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",728
"TBB_DEF_UND_0_0",NA,"TBB_DMF","TBB_DMF","TBB_DEF","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",729
"TBB_DWS_70-99_0_0",NA,"TBB_DMF",NA,"TBB_DWS","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",730
"TBB_MCD_16-31_0_0",NA,"TBB_CRU","TBB_CRU","TBB_MCD","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",731
"TBB_MCD_70-99_0_0",NA,"TBB_DMF","TBB_CRU","TBB_MCD","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",732
"TBB_MCD_>=120_0_0",NA,"TBB_DMF","TBB_CRU","TBB_MCD","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",733
"TBB_MOL_0_0_0",NA,"TBB_MOL","TBB_MOL","TBB_MOL","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",734
"TBB_MOL_100-119_0_0",NA,"TBB_MOL","TBB_MOL","TBB_MOL","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",735
"TBB_MOL_16_31_0",NA,"TBB_MOL","TBB_MOL","TBB_MOL","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",736
"TBB_MOL_70-99_0_0",NA,"TBB_MOL","TBB_MOL","TBB_MOL","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",737
"TBB_MOL_70_99_0",NA,"TBB_MOL","TBB_MOL","TBB_MOL","TBB","Beam_Trawl","Beam","Beam_Trawl","Beam",738
"TBB_SPF_70-99_0_0",NA,"TBB_DMF",NA,"TBB_SPF","TNN","Beam_Trawl","Beam","Beam_Trawl","Beam",739
"TBN_CRU_0",NA,"OT_CRU",NA,"TBN_CRU","TBN","Nephrops_Trawl","Otter","Nephrops_Trawl","Otter",740
"TBN_CRU_349",NA,"OT_CRU","OT_CRU","TBN_CRU","TBN","Nephrops_Trawl","Otter","Nephrops_Trawl","Otter",741
"TBN_CRU_624",NA,"OT_CRU","OT_CRU","TBN_CRU","TBN","Nephrops_Trawl","Otter","Nephrops_Trawl","Otter",742
"TBN_DEF_0",NA,"OT_CRU",NA,"TBN_DEF","TBN","Nephrops_Trawl","Otter","Nephrops_Trawl","Otter",743
"TBN_DEF_349",NA,"OT_CRU","OT_DMF","TBN_DEF","TBN","Nephrops_Trawl","Otter","Nephrops_Trawl","Otter",744
"TBN_DEF_624",NA,"OT_CRU","OT_DMF","TBN_DEF","TBN","Nephrops_Trawl","Otter","Nephrops_Trawl","Otter",745
"TBN_UNK_0",NA,"OT_CRU",NA,"TBN_UNK","TBN","Nephrops_Trawl","Otter","Nephrops_Trawl","Otter",746
"TBN_UNK_624",NA,"OT_CRU",NA,"TBN_UNK","TBN","Nephrops_Trawl","Otter","Nephrops_Trawl","Otter",747
"TBS_CRU_0",NA,"OT_CRU",NA,"TBS_CRU","TBS","Otter_Trawl","Otter","Shrimp_Trawl","Otter",748
"TBS_CRU_1249",NA,"OT_CRU","OT_CRU","TBS_CRU","TBS","Otter_Trawl","Otter","Shrimp_Trawl","Otter",749
"TBS_CRU_16-31_0_0",NA,"OT_CRU",NA,"TBS_CRU","TBS","Otter_Trawl","Otter","Shrimp_Trawl","Otter",750
"TBS_CRU_349",NA,"OT_CRU","OT_CRU","TBS_CRU","TBS","Otter_Trawl","Otter","Shrimp_Trawl","Otter",751
"TBS_CRU_5000",NA,"OT_CRU","OT_CRU","TBS_CRU","TBS","Otter_Trawl","Otter","Shrimp_Trawl","Otter",752
"TBS_CRU_624",NA,"OT_CRU","OT_CRU","TBS_CRU","TBS","Otter_Trawl","Otter","Shrimp_Trawl","Otter",753
"TBS_CRU_874",NA,"OT_CRU","OT_CRU","TBS_CRU","TBS","Otter_Trawl","Otter","Shrimp_Trawl","Otter",754
"TBS_CRU_<16_0_0",NA,"OT_CRU",NA,"TBS_CRU","TBS","Otter_Trawl","Otter","Shrimp_Trawl","Otter",755
"TBS_DEF_0",NA,"OT_CRU",NA,"TBS_DEF","TBS","Otter_Trawl","Otter","Shrimp_Trawl","Otter",756
"TBS_DEF_1249",NA,"OT_CRU","OT_DMF","TBS_DEF","TBS","Otter_Trawl","Otter","Shrimp_Trawl","Otter",757
"LTL_DEF_349",NA,NA,NA,"LTL_DEF","LTL",NA,"Static","Lines","Static",822
"LTL_LPF_0_0_0",NA,NA,NA,"LTL_LPF","LTL",NA,"Static","Lines","Static",823
"LTL_SPF_0",NA,NA,NA,"LTL_SPF","LTL",NA,"Static","Lines","Static",824
"LTL_SPF_0_0_0",NA,NA,NA,"LTL_SPF","LTL",NA,"Static","Lines","Static",825
"LTL_SPF_1249",NA,NA,NA,"LTL_SPF","LTL",NA,"Static","Lines","Static",826
"LTL_SPF_2499",NA,NA,NA,"LTL_SPF","LTL",NA,"Static","Lines","Static",827
"LTL_SPF_349",NA,NA,NA,"LTL_SPF","LTL",NA,"Static","Lines","Static",828
"LTL_SPF_624",NA,NA,NA,"LTL_SPF","LTL",NA,"Static","Lines","Static",829
"LTL_SPF_874",NA,NA,NA,"LTL_SPF","LTL",NA,"Static","Lines","Static",830
"LX_DEF_0",NA,NA,NA,"LX_DEF","LX",NA,"Static","Lines","Static",831
"LX_DEF_349",NA,NA,NA,"LX_DEF","LX",NA,"Static","Lines","Static",832
"MIS_CRU_0-0_0_0",NA,NA,NA,"MIS_CRU","MIS",NA,"Other","Other","Other",833
"MIS_DEF_0-0_0_0",NA,NA,NA,"MIS_DEF","MIS",NA,"Other","Other","Other",834
"MIS_DEF_0_0_0",NA,NA,NA,"MIS_DEF","MIS",NA,"Other","Other","Other",835
"MIS_DEF_874",NA,NA,NA,"MIS_DEF","MIS",NA,"Other","Other","Other",836
"MIS_DES_0_0_0",NA,NA,NA,"MIS_DES","MIS",NA,"Other","Other","Other",837
"MIS_FWS_0_0_0",NA,NA,NA,"MIS_FWS","MIS",NA,"Other","Other","Other",838
"MIS_MIS_0_0_0",NA,NA,NA,"MIS_MIS","MIS",NA,"Other","Other","Other",839
"MIS_MPD_0-0_0_0",NA,NA,NA,"MIS_MPD","MIS",NA,"Other","Other","Other",840
"MIS_SPF_0-0_0_0",NA,NA,NA,"MIS_SPF","MIS",NA,"Other","Other","Other",841
"MIS_SPF_0_0_0",NA,NA,NA,"MIS_SPF","MIS",NA,"Other","Other","Other",842
"MIS_SWD_0_0_0",NA,NA,NA,"MIS_SWD","MIS",NA,"Other","Other","Other",843
"MIS_UND_UND_0_0",NA,NA,NA,"MIS_UND","MIS",NA,"Other","Other","Other",844
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845
"NK_DEF_1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,846
"NK_DEF_874",NA,NA,NA,NA,NA,NA,NA,NA,NA,847
"NO_SPF_UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,848
"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,849
"No_Matrix6",NA,NA,NA,NA,NA,NA,NA,NA,NA,850
"No_logbook6",NA,NA,NA,NA,NA,NA,NA,NA,NA,851
"OTB/OTM",NA,"OT_MIX","OT_MIX","OTB/OTM","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",852
"OTB_ANA_0_0_0",NA,"OT_MIX","OT_MIX_DMF_PEL","OTB_ANA","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",853
"OTB_CAT_0_0_0",NA,"OT_MIX","OT_MIX_DMF_PEL","OTB_CAT","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",854
"OTB_CAT_16_31_0",NA,"OT_MIX","OT_MIX_DMF_PEL","OTB_CAT","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",855
"OTB_CAT_20_39_0",NA,"OT_MIX","OT_MIX_DMF_PEL","OTB_CAT","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",856
"OTB_CAT_32_54_0",NA,"OT_MIX","OT_MIX_DMF_PEL","OTB_CAT","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",857
"OTB_CAT_55_69_0",NA,"OT_MIX","OT_MIX_DMF_PEL","OTB_CAT","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",858
"OTB_CAT_70_99_0",NA,"OT_MIX","OT_MIX_DMF_PEL","OTB_CAT","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",859
"OTB_CAT_>0_0_0",NA,"OT_MIX","OT_MIX_DMF_PEL","OTB_CAT","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",860
"OTB_CAT_>=70_0",NA,"OT_MIX","OT_MIX_DMF_PEL","OTB_CAT","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",861
"OTB_CEP_0_0_0",NA,"OT_MIX",NA,"OTB_CEP","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",862
"OTB_CEP_0_16_0",NA,"OT_MIX",NA,"OTB_CEP","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",863
"OTB_CEP_100_119_0",NA,"OT_MIX",NA,"OTB_CEP","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",864
"OTB_CEP_16_31_0",NA,"OT_MIX",NA,"OTB_CEP","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",865
"OTB_CEP_32_54_0",NA,"OT_MIX",NA,"OTB_CEP","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",866
"OTB_CEP_32_69_0",NA,"OT_MIX",NA,"OTB_CEP","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",867
"OTB_CEP_55_69_0",NA,"OT_MIX",NA,"OTB_CEP","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",868
"OTB_CEP_70_99_0",NA,"OT_MIX",NA,"OTB_CEP","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",869
"OTB_CEP_>=120_0",NA,"OT_MIX",NA,"OTB_CEP","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",870
"OTB_CEP_>=65_0",NA,"OT_MIX",NA,"OTB_CEP","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",871
"OTB_CEP_>=70_0",NA,"OT_MIX",NA,"OTB_CEP","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",872
"OTB_CHECK_100-119_0",NA,"OT_MIX",NA,"OTB_CHE","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",873
"OTB_CHECK_100-119_0_",NA,"OT_MIX",NA,"OTB_CHE","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",874
"OTB_CHECK_32-69_0_0",NA,"OT_MIX",NA,"OTB_CHE","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",875
"OTB_CHECK_70-99_0_0",NA,"OT_MIX",NA,"OTB_CHE","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",876
"OTB_CHECK_>=120_0_0",NA,"OT_MIX",NA,"OTB_CHE","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",877
"OTB_CRU_0",NA,"OT_CRU",NA,"OTB_CRU","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",878
"OTB_CRU_0-0_0_0",NA,"OT_CRU","OT_CRU","OTB_CRU","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",879
"OTB_CRU_0_0_0",NA,"OT_CRU","OT_CRU","OTB_CRU","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",880
"OTB_CRU_0_16_0",NA,"OT_CRU","OT_CRU","OTB_CRU","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",881
"OTB_DEF_2499",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",882
"OTB_DEF_32-69_0_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",883
"OTB_DEF_32_54_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",884
"OTB_DEF_32_69_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",885
"OTB_DEF_349",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",886
"OTB_DEF_3999",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",887
"OTB_DEF_40_54_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",888
"OTB_DEF_5000",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",889
"OTB_DEF_55-69_0_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",890
"OTB_DEF_55_69_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",891
"OTB_DEF_624",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",892
"OTB_DEF_65-69_0_0",NA,"OT_DMF",NA,"OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",893
"OTB_DEF_70-89_2_35",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",894
"OTB_DEF_70-99",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",895
"OTB_DEF_70-99_0_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",896
"OTB_DEF_70_89_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",897
"OTB_DEF_70_99_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",898
"OTB_DEF_874",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",899
"OTB_DEF_90-104_0_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",900
"OTB_DEF_90-119_0_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",901
"OTB_DEF_90-119_1_110",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",902
"OTB_DEF_90-119_1_120",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",903
"OTB_DEF_90-119_1_140",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",904
"OTB_DEF_90-119_1_300",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",905
"OTB_DEF_90-99_0_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",906
"OTB_DEF_90_119_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",907
"OTB_DEF_>=105_0_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",910
"OTB_DEF_>=105_1_110",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",911
"OTB_DEF_>=105_1_120",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",912
"OTB_DEF_>=120",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",913
"OTB_DEF_>=120_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",914
"OTB_DEF_>=120_0_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",915
"OTB_DEF_>=120_1_110",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",916
"OTB_DEF_>=120_1_120",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",917
"OTB_DEF_>=130_0_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",918
"OTB_DEF_>=55_0_0",NA,"OT_DMF","OT_DMF","OTB_DEF","OTB","Otter_Trawl","Otter","Otter_Trawl","Otter",919
